,original_text,predicted_intent,actual_intent1,actual_confidence1,actual_intent2,actual_confidence2,actual_intent3,actual_confidence3
172,Do you like humor?,General_Jokes,General_Jokes,0.8899252414703369,General_Negative_Feedback,0.4120405435562134,General_Positive_Feedback,0.31414480209350587
173,Looking good eve,General_Greetings,General_Greetings,0.9206382751464843,Test_Center_Contact_Info,0.29434121251106266,Goodbye,0.26964471340179447
174,is my kids school closed,Covid_School_Shutdown,Covid_School_Shutdown,1.0,Airlines_Information,0.0,Application_for_COVID-19,0.0
175,Who are you?,General_About_You,General_About_You,0.6827965736389161,General_Human_or_Bot,0.37461942434310913,Bot_Control_Confirm_Presence,0.36104648113250737
176,How do I clean my home properly?,Covid_Cleaning_Disinfecting,Covid_Cleaning_Disinfecting,0.5460502862930299,Bot_Control_Approve_Response,0.4575061321258545,covid_thailand_hand_washing,0.3638766169548035
177,Discuss something else,Bot_Control_Change_Subject,Bot_Control_Change_Subject,0.867046594619751,General_Agent_Capabilities,0.44879040718078617,Bot_Control_Unsure,0.2921626567840576
178,How can I tell if I have the coronavirus?,covid-diagnosis,covid-diagnosis,0.8417770385742187,covid-fever-definition,0.29082120656967164,Treatment_info,0.2739201903343201
179,Change topic,Bot_Control_Change_Subject,Bot_Control_Change_Subject,0.8389878273010254,Customer_Care_Appointments,0.2884986221790314,Bot_Control_Approve_Response,0.25911564826965333
180,Are my children's schools closed?,Covid_School_Shutdown,Covid_School_Shutdown,0.9966724395751954,Covid_Case_Count,0.24476451873779298,Covid_Symptoms,0.23942841291427613
181,Cancel,Bot_Control_Ignore_Undo,Cancel,0.9295450687408449,Bot_Control_Standby,0.28210747241973877,Covid_Travel_Restrictions,0.26152122020721436
182,What happens when the hospitals reach capacity?,Treatment_hospital_capacity,Treatment_hospital_capacity,0.7524141788482666,covid_thailand_high_temp,0.3166456460952759,travel_embassies,0.30990530252456666
183,where should I go to get screened,covid-screening,covid-screening,0.7402544498443604,General_Ending,0.29212535023689273,travel_embassies,0.26601384878158574
184,What is this 4?,General_Agent_Capabilities,Covid_Description,0.8679003238677978,General_Positive_Feedback,0.4118022680282593,Test_Center_Contact_Info,0.36327892541885376
185,Do I see a doctor with mild symptoms?,Covid_Symptoms,Covid_Symptoms,0.9648241996765137,covid-screening,0.5314093112945557,masks_protection,0.3076829552650452
186,Start over,Bot_Control_Start_Over,Bot_Control_Start_Over,0.9697755336761475,Bot_Control_Standby,0.2560974836349488,Customer_Care_Store_Hours,0.2539935946464539
187,I think I might have the virus.,Covid_Symptoms,Covid_Symptoms,0.8822992324829102,covid-diagnosis,0.7193609237670899,covid_thailand_spread,0.24658735394477846
188,I'm leaving now,General_Ending,General_Ending,0.9871119499206544,Bot_Control_Confirm_Presence,0.26930755376815796,General_Human_or_Bot,0.24151556491851808
189,what is the local phone number,Test_Center_Contact_Info,Test_Center_Contact_Info,0.9847218036651613,tx_count,0.2631646037101746,local_updates,0.2602606296539307
190,Who do I ask for help outside of the country?,travel_embassies,travel_embassies,0.534725570678711,who_video,0.25892317295074463,mask_type_question,0.25711510181427005
191,What time do you close today,Customer_Care_Store_Hours,Customer_Care_Store_Hours,0.9873469829559327,bangkokpost_news,0.24058526754379272,Bot_Control_Standby,0.23501100540161135
192,how is covid situation ?,cdc_summary,Covid_Description,0.7032681941986085,Covid_Case_Count,0.47490117549896244,tx_count,0.40413794517517093
193,Is HS 123 open?,Covid_School_Shutdown,Customer_Care_Store_Hours,0.6249860286712647,tx_count,0.34656610488891604,General_Ending,0.2919304251670838
194,Is my payment information secure?,General_Security_Assurance,General_Security_Assurance,0.8622283458709716,Covid_Description,0.3690289855003357,tx_test,0.2847066819667816
195,What is the difference between an epidemic and a pandemic?,globalcovid_pandemic,globalcovid_pandemic,0.9229659080505372,covid-flu-vs-coronavirus,0.41153664588928224,covid-flu-vs-common-cold,0.25064457654953004
196,You got me,Bot_Control_Unsure,Bot_Control_Confirm_Presence,0.5324851989746093,Bot_Control_Approve_Response,0.3345810294151306,General_Greetings,0.3162331819534302
197,Does the US have a confirmed COVID case?,Covid_Case_Count,Covid_Case_Count,0.7526015281677247,tx_count,0.4654441356658936,Bot_Control_Change_Subject,0.2681837320327759
198,Digital tools covid-19,Application_for_COVID-19,covid_thailand_novel,0.32331736087799073,who_video,0.2836757361888886,Application_for_COVID-19,0.2821771502494812
199,What happens after the ordered three-week closure period ends?,Covid_School_Shutdown,COVID_Illness_Length,0.3943871259689331,Customer_Care_Store_Hours,0.34022897481918335,covid_thailand_high_temp,0.31888182163238527
200,Can I return to the United States if I am abroad?,travel_backtoUS,travel_backtoUS,0.9322443008422852,travel_embassies,0.38562554121017456,Treatment_hospital_capacity,0.24281230568885803
201,Hey there all,General_Greetings,General_Greetings,0.9872523784637453,General_Ending,0.4492245674133301,covid_thailand_vaccine,0.23383764624595643
202,ddc,covid_thailand_ddc,covid_thailand_ddc,0.35143522024154666,Bot_Control_Approve_Response,0.31285245418548585,Bot_Control_Standby,0.30199873447418213
203,Can my child attend school?,covid_thailand_child_attend_school,Covid_School_Shutdown,0.9945930957794189,Customer_Care_Appointments,0.25985137820243837,covid_thailand_parent_quarantine,0.24566118121147157
204,Please initiate from the beginning,Bot_Control_Start_Over,Bot_Control_Start_Over,0.9516929626464845,General_Connect_to_Agent,0.28419795632362366,Cancel,0.2664694309234619
205,How long will I feel terrible?,COVID_Illness_Length,Covid_Symptoms,0.6092897415161134,Covid_Testing_Results,0.36393753290176395,COVID_Illness_Length,0.2889537870883942
206,should my kids go to schoolo,covid-schools-open,covid-schools-open,0.8475687026977539,General_Ending,0.3259538054466248,Treatment_info,0.23243441581726076
207,can you assist me,Help,Bot_Control_Reject_Response,0.38285847902297976,General_Agent_Capabilities,0.36409701108932496,Bot_Control_Confirm_Presence,0.36033927202224736
208,How long do I have to be stuck at home?,covid_thailand_quarantine,COVID_Illness_Length,0.38982118368148805,covid_thailand_quarantine,0.3841611981391907,Covid_Cleaning_Disinfecting,0.31794717311859133
209,what are the types of symptoms,Covid_Symptoms,Covid_Symptoms,0.9824301719665527,mask_type_question,0.3575717091560364,Covid_Event_Shutdowns,0.24606211781501772
210,Does the store in the city center opens till 8pm on weekends?,Customer_Care_Store_Hours,Customer_Care_Store_Hours,0.9303968906402589,Test_Center_Contact_Info,0.3055778980255127,Customer_Care_Appointments,0.2710145652294159
211,can you make an appointment for me,Customer_Care_Appointments,Customer_Care_Appointments,0.9597797393798828,Bot_Control_Reject_Response,0.300969409942627,Treatment_hospital_capacity,0.2639140844345093
212,what is covid19,Covid_Description,Covid_Description,0.935049867630005,Test_Center_Contact_Info,0.28930241465568546,covid_thailand_quarantine_guidance,0.26243293881416324
213,This is so cool,General_Positive_Feedback,General_Positive_Feedback,0.8226025104522705,Goodbye,0.2898593127727509,General_Security_Assurance,0.28174108862876895
214,Need a minute here,Bot_Control_Standby,Bot_Control_Standby,0.6967817783355713,Bot_Control_Start_Over,0.3173526644706726,Customer_Care_Store_Hours,0.28896404504776
215,i have symptoms. where can i get tested?,covid-screening,covid-screening,0.9282028675079346,covid_thailand_cost,0.71530179977417,Bot_Control_Unsure,0.23986097276210785
216,Expenses for requesting laboratory confirmation,covid_thailand_expenses,covid_thailand_expenses,0.4951656341552735,Bot_Control_Change_Subject,0.2807088136672974,Customer_Care_Appointments,0.2662937164306641
217,do I have covid?,Covid_Symptoms,covid-diagnosis,0.6930717468261719,Covid_Symptoms,0.39902101755142216,Bot_Control_Approve_Response,0.35520348548889163
218,Is it possible to test for covid 19 during the incubation period?,covid_thailand_cost,covid_thailand_cost,0.9784986972808838,COVID_Illness_Length,0.24179541170597077,Airlines_Information,0.23744808435440065
219,how do i know if i got this,Covid_Symptoms,Covid_Symptoms,0.4228907346725464,covid-diagnosis,0.41819081306457523,General_Agent_Capabilities,0.35649570226669314
220,alright,Bot_Control_Approve_Response,Bot_Control_Approve_Response,0.9948076248168947,General_Greetings,0.29376957416534427,Goodbye,0.25411065816879275
221,Connect me to a live operator please.,General_Connect_to_Agent,General_Connect_to_Agent,0.9993833541870119,masks_protection,0.281170803308487,travel_embassies,0.24933648705482483
222,how many people ar sick in Thailand?,tx_count,tx_count,0.6336535930633544,Covid_Case_Count,0.3233697295188904,local_updates,0.25236621499061584
223,how long is the incubation period for covid-19,COVID_Illness_Length,COVID_Illness_Length,0.9831271648406983,Application_for_COVID-19,0.28534447550773623,Treatment_hospital_capacity,0.23830331563949586
224,testing travelers?,covid_thailand_cost,covid-screening,0.5560470819473267,cdc_traveler,0.5071317434310914,Covid_Travel_Restrictions,0.33929202556610105
225,Airlines Information (COVID-19) Pandemic,Airlines_Information,globalcovid_pandemic,0.8109910011291503,Airlines_Information,0.29501715302467346,Application_for_COVID-19,0.27006957530975345
226,how long does it last,COVID_Illness_Length,COVID_Illness_Length,1.0,Airlines_Information,0.0,Application_for_COVID-19,0.0
227,"A real agent, please.",General_Connect_to_Agent,General_Connect_to_Agent,0.9881734371185302,General_Human_or_Bot,0.2791767239570618,Bot_Control_Start_Over,0.2578405559062958
228,Can I take a sick leave to quarantine?,covid_thailand_quarantine,covid_thailand_quarantine,0.838985586166382,Covid_Symptoms,0.34741586446762085,masks_protection,0.23691518902778627
229,is there a test for the coronavirus,covid_thailand_cost,covid_thailand_cost,0.8440423488616944,covid-screening,0.3024028897285462,covid-flu-vs-coronavirus,0.25348778367042546
230,do I have to quarantine when I come back from out of the country?,covid_thailand_quarantine,covid_thailand_quarantine,0.8545090198516847,travel_backtoUS,0.558206582069397,covid_thailand_quarantine_guidance,0.25118539929389955
231,Can I get tested at home?,covid_thailand_cost,covid-screening,0.40407011508941654,Covid_Testing_Locations,0.3080894708633423,Covid_Travel_Restrictions,0.29575353264808657
232,I can not breath very well,Covid_Symptoms,Treatment_shortnessOfBreath,0.4502095222473145,General_Negative_Feedback,0.2918018639087677,Bot_Control_Unsure,0.2710577011108399
233,That is what I need,Bot_Control_Approve_Response,Bot_Control_Reject_Response,0.5075228691101075,Help,0.33871854543685914,mask_type_question,0.2996100962162018
234,"To be honest, I m really not sure",Bot_Control_Unsure,Bot_Control_Unsure,0.6583858013153077,General_Negative_Feedback,0.259546834230423,Bot_Control_Approve_Response,0.2557988524436951
235,Is graduation delayed?,Covid_School_Shutdown,Covid_School_Shutdown,0.779367208480835,General_Ending,0.3353098392486572,Customer_Care_Store_Hours,0.2925824761390686
236,what are symptoms of coronvirus,Covid_Symptoms,Covid_Symptoms,0.9750362873077394,COVID_Illness_Length,0.24328666925430298,Treatment_shortnessOfBreath,0.24046913683414461
237,Who is responsible for quarantined people?,covid_thailand_quarantine,covid_thailand_quarantine,0.5420008897781372,covid_thailand_when_quarantine,0.31928181648254395,Bot_Control_Reject_Response,0.29364193677902223
238,can you direct me to the nearest test center,covid-screening,Test_Center_Contact_Info,0.9237653255462648,Bot_Control_Start_Over,0.26522666215896606,covid_thailand_airport,0.26064299345016484
239,How can I lower my temperature if I have the coronavirus?,Treatment_info,Treatment_info,0.54905104637146,covid-diagnosis,0.3805020093917847,covid-fever-definition,0.2678948938846588
240,where can I get a test done,covid-screening,covid-screening,1.0,Airlines_Information,0.0,Application_for_COVID-19,0.0
241,what's your phone number,Test_Center_Contact_Info,Test_Center_Contact_Info,0.8187602043151856,General_Agent_Capabilities,0.34315218925476076,General_About_You,0.3038110494613648
242,Can you say that again please?,Bot_Control_Clarification,Cancel,0.2685086607933045,Bot_Control_Clarification,0.26117001175880433,Bot_Control_Start_Over,0.26008279919624333
243,How many people are sick throughout the world?,tx_count,tx_count,0.769173288345337,Covid_Case_Count,0.4889768838882447,Covid_Symptoms,0.32782981395721433
244,How long are you open?,Customer_Care_Store_Hours,Customer_Care_Store_Hours,0.9221586227416994,COVID_Illness_Length,0.3561601758003235,covid_thailand_quarantine,0.2342339485883713
245,Is there any way to tell if my child is having difficulty breathing?,Treatment_shortnessOfBreath,Treatment_shortnessOfBreath,0.8979885578155518,Covid_School_Shutdown,0.4668675184249878,covid_thailand_cost,0.26275562644004824
246,that's nice of you,Thanks,General_Ending,0.8976478576660156,General_Positive_Feedback,0.8559064388275146,Bot_Control_Approve_Response,0.38474425077438357
247,What are the crisis measures currently in place?,govt_emergency,govt_emergency,0.4671811103820801,Covid_Case_Count,0.2960016489028931,General_Agent_Capabilities,0.26717563271522526
248,Is the coronavirus the same as SARS?,covid-flu-vs-coronavirus,covid-flu-vs-coronavirus,0.990798568725586,tx_count,0.3093735098838806,Covid_Symptoms,0.2522157490253449
249,No I'm fine thanks,Bot_Control_Reject_Response,General_Ending,0.8214866161346437,Thanks,0.6082003116607666,Bot_Control_Unsure,0.3001017212867737
250,what is covid-19,Covid_Description,Covid_Description,1.0,Airlines_Information,0.0,Application_for_COVID-19,0.0
251,What to do if you need medical help,covid_thailand_medical_advice,General_Agent_Capabilities,0.5786856412887573,Treatment_info,0.36173102855682376,Help,0.28103979825973513
252,indeed,Bot_Control_Approve_Response,Bot_Control_Approve_Response,1.0,Airlines_Information,0.0,Application_for_COVID-19,0.0
253,Which schools are closed?,Covid_School_Shutdown,Covid_School_Shutdown,0.9875868320465089,covid_thailand_quarantine,0.28235459923744205,travel_risk_countries,0.2702552080154419
